"Subject Code","Course Number","Course Title","Course Description","Requirements","Credits - Academic Credit - Units","Credits - Academic Credit - Credit Hours Max","Credits - Academic Credit - Credit Hours Value","Credits - Academic Credit - Credit Hours Operator","Prerequisites"
"FIN","682","Real Estate Market Analysis","This course includes an introduction to the principles of real property analysis and use. Subjects include the nature of real estate and real property, principles of location theory, and an examination of the processes used to analyze the supply and demand for real estate.  General methodologies for market studies are developed and then applied to the residential, retail, and office sectors.  The course also explores demographic, technological, economic, and social trends that affect these real estate markets into the future.  Techniques of spatial analysis are introduced.","No","3","3","-","-","-"
"FIN","683","Applied Investment Management","This course uses academic studies, practitioner-oriented readings, articles from the popular press, and a term project to cover both conventional wisdom and state-of-the-art methods used in managing a stock portfolio. Enrolled students comprise the Goizueta Business School Student Investment Fund, LLC, responsible for managing a portfolio of real assets. The entire investment portfolio consists of student stock picks. As a term project, students develop and present to the class their own quantitative model. Course topics include active stock selection emphasizing quantitative selection methods, trading, databases, software, performance evaluation, risk management, brokerage accounts, and the money management industry.","No","3","3","-","-","-"
"FIN","684","Advanced Derivatives Assets","This course will build upon knowledge obtained in the course FIN 424/624. Using the fundamental pricing technique and the valuation models derived from this technique, various extensions and applications will be examined. These will primarily be equity-based, though some fixed-income products will be analyzed. The perspective of both the derivatives dealer and the end-user of derivative products will be taken, the latter including hedgers, speculators, and arbitrageurs. Securities from the exchange-traded and over-the-counter markets will be examined. The topics covered include financial engineering, structuring, and product design, numerical methods (e.g. Monte Carlo simulation) and the mathematics of derivatives pricing.","No","3","3","-","-","-"
"FIN","685","Entrepreneurial Private Equity","This course is designed for students interested in better understanding (i) how the private equity industry works, (ii) how to structure the acquisition of a business and (iii) how to make money by leveraging key value drivers in a business. Unlike traditional courses, this course takes a unique approach by bringing in leading experts and practitioners to provide industry perspectives for almost every class. More information at www.emoryprof.com.","No","3","3","-","-","-"
"FIN","686","Real Estate Equity Investment","This course presents information on investment in and valuation of income-producing real estate, both in public company and direct property formats.  It examines the relationship of project and entity valuation to various financial and performance metrics, sources and uses of capital, and management decisions.  Direct investment concepts covered include cash flow analysis, net present value, internal rate of return and yield capitalization in addition to public market measures such as Funds From Operations and financial reporting via SEC filings.","No","3","3","-","-","-"
"FIN","688","Real Estate Development","This course will present a comprehensive look at the real estate development & investment process. The curriculum will discuss the broad concepts and techniques employed in a successful real estate investment, both new development and through acquisitions. The class will tackle specific components of a real estate asset and the individuals involved in the successful execution of a project.","No","3","3","-","-","-"
"FIN","689","Advanced Real Estate Finance","This course provides for advanced application of theory and techniques for analysis of the equity position in real estate ownership utilizing readings and cases.  It considers the impact of leverage, creative financing, and federal tax policies and concentrates on the evaluation of the basic productivity of real estate assets based on net cash flows. Particular attention is paid to the operation of the capital markets and portfolio theory.","No","3","3","-","-","-"
"FIN","692","Alternative Investments","This course is designed for executive MBAs interested in (i) starting their own business, buying an existing business and optimizing their investment portfolios (including investing in venture capital, private equity & real estate). This course provides an actionable framework to improve your investment acumen and become a business owner, including raising capital if you have little or none, identifying a business to buy, and structuring a transaction. Course elements include guest lectures by industry professionals and introductions to access capital. More information at www.emoryprof.com.","No","3","3","-","-","-"
"FIN","695","Distressed Investing","The course surveys distressed investing with a focus on real estate. The first module covers the institutional structure of the distressed market and valuation techniques. The second module features a broad overview of distressed investing strategies across the capital structure and market segments. The third module provides an in-depth analysis of distressed investing techniques. The primary audience for this course is finance majors interested in careers in real estate finance or in private equity and hedge funds. The secondary audience is students planning careers that have significant interaction with real estate finance and/or private equity and hedge fund industries. More information at www.emoryprof.com.","No","3","3","-","-","-"
"GBUS","688","Real Estate Development","-","No","3","3","-","-","-"
"GBUS","689","Advanced Real Estate Finance","-","No","3","3","-","-","-"
"ISOM","351","Process & Systems Management","This course provides a comprehensive introduction to analyzing, running and improving business operations regardless of industry. The concepts taught in this course apply broadly to management activities in areas from medicine to entertainment, and are specifically suited to assisting in the daily operations of the wide variety of other professional services that dominate the economy (e.g. financial management, law, marketing, consulting, etc.).","No","3","3","-","-","-"
"ISOM","352","Applied Data Analytics with Coding","To solve business problems in various domains including marketing, finance, healthcare and sports, students will develop expertise in coding with Python and build data management skills using SQL. This course will equip students with applied data analysis and practical programming skills that are essential for a career in any data intensive organization, including data ingestion, processing, analysis, and presentation using tools that are in high demand in the industry (e.g., SQL, coding with Python, spreadsheets). No prior programming or analytics experience is required.","No","3","3","-","-","-"
"ISOM","353","Supply Chain Management","This course will introduce students to the state-of-the-art in supply chain management. We will explore the current trends in supply networks, the link between supply chain and firm's strategy, and the issues of incentives, information sharing, trust, coordination, risk, resiliency, and logistical efficiency. Students with an interest in consulting, operations management, or business analytics are the primary target for this course. Students interested in private equity, investments, and marketing will find the course useful as those functions are often linked to supply chains (they are called value chains for a reason!)","No","3","3","-","-","-"
"ISOM","354","Agent Based Systems","Agent-based Systems (ABS) are valuable tools for business, public health, health care, economics, policy analysis, and many other disciplines. ABS fill a niche that other approaches cannot fill; therefore, they often complement other approaches. ABS are used for modeling types of markets, pandemics, supply chains, strategies and other collective dynamic phenomena. ABS are also implemented as distributed AI systems to interact (e.g., in a building or a plane) or for autonomous or collaborative devices like cars or drones. This is a programming course that has no programming prerequisites. In this course, you will learn the fundamentals of computational modeling, running ABS experiments, basic data analytics, and visualization.","No","3","3","-","-","-"
"ISOM","355","Appcology: New Commerce Infrastructure","This course will explore issues associated with the emerging forms of applications and services changing software ecosystems and commerce interactions.  We will involve both design and development of real apps, gizmos, and widgets.  This course will enable students to learn the design, development and distribution of the small and the many, and leave with a portfolio, not just a certificate. ","No","3","3","-","-","-"
"ISOM","356","Think.Code.Make","Introduces the fundamentals of coding, programming and systems design thinking. Steve Jobs said ""Everyone should learn how to code, because it teaches you how to think."" The course is designed for folks with low-to-no coding background and exposes one to the tools that support other decision making activities. We develop basic skills in Python (data manipulation, string handling, etc) and in web development - HTML/CSS/js (web design) and some will be involved in Java language. In addition, concepts and languages in 3D Printing, augmented reality and game design are explored. Many small projects and a few summary projects are used to demonstrate acquired skills.","No","3","3","-","-","-"
"ISOM","358","Advanced Decision Analytics","How do rideshare platforms set prices?How does Amazon decide on the placement of goods within its warehouses that is the size of the Amazon?This course provides a hands-on introduction to the analytics used to guide business decisions in today's data-driven economy.Leveraging the powerful decision-analytic tools in Excel, students will learn how to transform quantitative decision-making at their organizations.Notable examples of how course alums applied these tools at their jobs will be showcased.","No","3","3","-","-","-"
"ISOM","359","Privacy in a Digital Age","This course will examine the ways in which information technologies drive and facilitate organizational innovation. Through a variety of readings as well as written and live business case studies, students will develop a framework for thinking about the range of technologies that may be brought to bear on business innovations. In addition, we will explore how these technological tools actually create new business models for the production and consumption of goods and services. The course will revolve around a project that will use the educational environment as a lab for designing technologically driven innovation.","No","3","3","-","-","-"
"ISOM","400","Study Abroad ISOM Elective (General Elective)","-","No","1","16","-","-","-"
"ISOM","401","Study Abroad ISOM Elective (Global Elective)","-","No","1","16","-","-","-"
"ISOM","409","Study Abroad ISOM Elective (Related Elective)","-","No","1","16","-","-","-"
"ISOM","450","Foundations of Digital Enterp.","Our personal interactions, our interactions with businesses and government, and interactions between businesses are increasingly occurring in digital environments. Understanding the foundations of these digital environments will be critical to your role as a leader in the next decade, as advances in technology continue to lead to new ways of working, new ways of interacting, and new ways of making money. This course lies at the intersection of business, economics, and digital technology. You will emerge from the course with an appreciation of how the technology powering digital enterprises and markets is creating new business opportunities as well as shaping the way we live and work.","No","3","3","-","-","-"
"ISOM","451","Making Effective Decisions","In this course we will examine the bounds of rationality and how decisions (and problems) are made under the influence of those bounds. Our journey will takes us from the influence of groups and social media, to the psychology and neuroscience underlying deception, economic choice, risk, emotional influences, and social and ethical decisions. The goal of this course is to examine both how you currently make your decisions and how a variety of methods will allow you to significantly improve your decision making and problem solving skills.","No","3","3","-","-","-"
"ISOM","452","Healthcare Operations & Technology Management","In the US, the health care sector accounts for 17.3% of the gross domestic product. Already the largest sector of the economy, health care continues to experience significant growth. Health care organizations face numerous challenges, including rising costs, increasing complexity and quality issues, all while confronting an increase in demand for limited resources. Given the unprecedented pressure to improve efficiency and quality, there is thus a tremendous opportunity for healthcare organizations around the world, large and small, to better manage their operations.","No","3","3","-","-","-"
"ISOM","453","Operations Strategy","The course reviews how to configure an appropriate and effective operating system: one that aligns with, supports, and delivers the chosen value proposition. We also examine the complexities associated with global operating systems, including the hidden costs of outsourcing and offshoring. An important goal of this course is to frame key strategic operations issues and to provide tools to resolve them.","No","3","3","-","-","-"
"ISOM","454","Data Science for Business","This course provides a comprehensive introduction to the methodology and practice of modern data science and AI, equipping students with the conceptual understanding and coding skills needed to leverage data and AI as strategic assets in business decision-making.
The course covers both foundational and contemporary approaches, including regression, classification, nonlinearity, and regularization, as well as emerging AI techniques such as text analysis, and generative AI. Emphasis is placed on understanding when and how to apply these tools, their limitations, and their implications for real-world business contexts.
Through hands-on coding and applied projects, students will learn to build, evaluate, and deploy data-driven and AI-powered solutions to complex business problems. By the end of the course, students will be well-prepared to critically assess and effectively use AI and machine learning to drive informed decisions and sustainable competitive advantage.","No","3","3","-","-","-"
"ISOM","455","Superforecasting Tools for Building Predictive Systems","Hands-on, gentle introduction to the tools that data scientists use to forecast the future. Emphasis is on applying these tools to build predictive systems for examples ranging from sales forecasting to algorithmic trading to preventing employee churn. Through this course, students gain experience with R, an in-demand software platform. Prior coding exposure is not necessary.
Methods surveyed: Linear regression re-examined from the angle of predictive analytics; AI/ML techniques for prediction & classification; time series methods; time-to-event prediction tools developed by GBS faculty.","No","3","3","-","-","-"
"ISOM","456","Intro. to Business Data Analytics","Virtually every aspect of business is instrumented for data collection and data is increasingly analyzed systematically to improve business decision-making and offer competitive advantage. In this class, we will study the fundamental principles and techniques of business analytics to extract useful information and knowledge from data. We will improve your ability to approach problems 'data-analytically', we will examine real-world examples that place business analytics in context, and we will apply business analytics techniques while working hands-on with related software.","No","3","3","-","-","-"
"ISOM","459","Process Analysis & Six Sigma","This course reviews process analysis in detail. Process analysis is a key component of Six Sigma programs. Six Sigma is an approach for performance improvement that was made famous by GE and is currently being implemented by thousands of companies. The analytical skills you learn in this course are important to many employers and can be foundational for a career in operational performance improvement.","No","3","3","-","-","-"
"ISOM","475","Data Visualization","Data Visualization will introduce students to the techniques and tools used to create effective visualizations that clearly and efficiently communicate relationships within data. The field of data visualization combines the art of graphic design with the science of data analytics. Students will learn how to perform exploratory analysis through visualization, how to create professional looking visualizations for use in business reports and presentations, and how to design interactive visualizations and dashboards. The course  will cover the common quantitative messages users attempt to understand or communicate from a set of data and the associated visualizations used to help communicate each message. These include time series, rankings, proportions,deviations, frequencies and distributions, correlations, categorical comparisons, and geo-spatial plots. Students will analyze real data sets and utilize Tableau and other tools to design and prototype their visualizations.","No","3","3","-","-","-"
"ISOM","497","Directed Study","A Directed Study (DS) is conducted with permission and semi-autonomously, under the supervision of a Goizueta faculty member. The content should represent a line of intellectual inquiry that is aligned with, but falls outside, what is available in the context of the School's elective offerings. It replaces an academic course and may carry variable academic hours. The DS project should contain significant & commensurate content that carries the rigor, time commitment & standards of an elective in the area of study.","No","1","16","-","-","-"
"ISOM","499R","Special Topics","-","No","3","3","-","-","-"
"ISOM","503","Operations Impr/Healthcare Org","In the US, the health care sector accounts for 17.3% of the gross domestic product. Already the largest sector of the economy, health care continues to experience significant growth. Health care organizations face numerous challenges, including rising costs, increasing complexity and quality issues, all while confronting an increase in demand for limited resources. Given the unprecedented pressure to improve efficiency and quality, there is thus a tremendous opportunity for healthcare organizations around the world, large and small, to better manage their operations.","No","1.5","1.5","-","-","-"
"ISOM","534","Agent Based Systems","Agent-based Systems (ABS) are valuable tools for business, public health, health care, economics, policy analysis, and many other disciplines. ABS fill a niche that other approaches cannot fill; therefore, they often complement other approaches. ABS are used for modeling types of markets, pandemics, supply chains, strategies and other collective dynamic phenomena. ABS are also implemented as distributed AI systems to interact (e.g., in a building or a plane) or for autonomous or collaborative devices like cars or drones. This is a programming course that has no programming prerequisites. In this course, you will learn the fundamentals of computational modeling, running ABS experiments, basic data analytics, and visualization. Note: The graduate-level version of this course (ISOM 534) includes an additional learning objective and project requirement beyond what is expected in the undergraduate course.","No","3","3","-","-","-"
"ISOM","550","Data & Decision Analytics","Evolution of Information Technology has dramatically increased the availability and importance of data and statistical analysis in business decision making. This course centers on understanding the decision process and the role that statistical tools play. The emphasis is on structuring the decision processes and statistical tools, methods, analysis, and models that will serve the MBA curriculum and beyond.","No","3","3","-","-","-"
"ISOM","550M","Digital First: Commerce & Society in the 21st Century","This course focuses on how technologies are changing the future of business and society. It will explore current and emerging technologies within and across domains and conceptions of a mobile life. Specific topics will include Artificial Intelligence, Internet of Things, Virtual Worlds and Metaverse, Web3, Privacy, and the changing art of the possible.
 It is ever more likely that an individual¿s first encounter with a commercial, governmental or social service begins with the interface to a digital environment. How will that Digital First entry into commercial and social engagement evolve?
You are not expected to be a technology professional, but the course offers insight and experience of the challenges and complexity of the evolving reality of commerce and society in the digital age.","No","1.5","1.5","-","-","-"
"ISOM","550Y","Data & Decision Analytics","Evolution of Information Technology has dramatically increased the availability and importance of data and statistical analysis in business decision making. This course centers on understanding the decision process and the role that statistical tools play. The emphasis is on structuring the decision processes and statistical tools, methods, analysis, and models that will serve the MBA curriculum and beyond.","No","2","2","-","-","-"
"ISOM","551A","Processes and Systems Management","This course looks at how processes and systems, the so-called operating core of the organization, impacts the ability of a firm to execute its strategy. The challenges confronting firms competing in today's dynamic environment demand a multi-disciplinary focus. As we prepare students who seek to understand and face these challenges, this course covers the multiple activities comprising a firm's operating core and its supply chain. The operating core of a firm is an integrated system that combines activities related to design and engineering, production, quality management, networks of material and information flows, and the development, distribution and delivery of goods and services to customers.","No","1.5","1.5","-","-","-"
"ISOM","551M","Process and Systems Management","This class will examine a central question that will be useful to understand as you embark on, and progress through, your careers: why do organizations struggle to effectively execute their strategy? At its core, the course examines two key issues:
1. How to align and optimize the operating model to deliver value,
 2. How to align and optimize the organization, including leadership and decision- making, to deliver value.
The class will explore various types of business models and how to use a business model canvas to identify key actives, partnerships, and constituent interactions that align a company to deliver value.  We will cover forecasting techniques and how to use them to most effectively and efficiently allocate resources. We will learn how to engage in operational decision making through linear optimization and process analysis. The course material will be particularly relevant in framing the complex issues you will encounter in the MiM immersion project.","No","1.5","1.5","-","-","-"
"ISOM","551Y","Process & Systems Management","The challenges confronting firms competing in today's dynamic environment demand a multi-disciplinary focus. As we prepare students who seek to understand and face these challenges, this course covers the multiple activities comprising a firm's operating core and its supply chain. The operating core of a firm is an integrated system that combines activities related to design and engineering, production, quality management, networks of material and information flows, and the development, distribution and delivery of goods and services to customers.","No","1","1","-","-","-"
"ISOM","552","Technology & Adaptive Systems","Technologies change the art of the possible in commerce and society.  Emerging technologies change the nature of the enterprise, inter-organizational relations and market practice.  Effective strategic leverage, shaping capabilities and solutions, accelerate adaptation and evolution as firms and markets transform in the 21st century.","No","3","3","-","-","-"
"ISOM","553","Supply Chain Management","In some industries, supplying goods to customers is primarily controlled within an organization, and a classic example of this structure was the Ford plant at Highland Park. Today advances in communication and transportation have led to complex supply chains that span organizations and continents. This course will combine cases and readings to allow students to understand the operations and economics of supply chains, and how companies use supply chain management in creating a competitive advantage. This will require the development of some analytic tools for determining operating policies that effectively manage the numerous trade-offs in supply chains. We will also be careful, though, to put these decisions in the context of the overall strategy of the firm. Supply chains are a natural place to examine global operations, where links of the supply chain are located around the world in an attempt to successfully compete. Students with an interest in careers in consulting or in  operations functions are the primary target for this course. But supply chain organizations are often closely tied to marketing functions, and supply chains have on the financial structure of the firm.","No","3","3","-","-","-"
"ISOM","554","Data Science for Business","This a comprehensive course that introduces the methodology and practice of machine learning and is designed to equip students with the knowledge and practical coding skills to leverage data as a strategic asset and make informed business decisions. The class covers both classical and modern data science ideas and methods such as regression, nonlinearity, classification, regularization, text analysis, and emphasizes implementing these methods in real business problems through coding. Having completed this course, the students will be well-prepared to harness the power of data science to solve complex business problems and make data-driven decisions that can lead to competitive advantages.","No","3","3","-","-","-"
"ISOM","555","Appcology: New Commerce Infrastructure","This course will explore issues associated with the emerging forms of applications and services changing software ecosystems and commerce interactions.  We will involve both design and development of real apps, gizmos, and widgets.  This course will enable students to learn the design, development and distribution of the small and the many, and leave with a portfolio, not just a certificate. ","No","3","3","-","-","-"
"ISOM","556","Economics of Digital Platforms","This course introduces students to the economics of online markets in general and digital products in particular.  Topics covered include network economics, pricing strategies, segmentation and versioning for digital products, impact of bundling services. Students are introduced to both analytical models as well as empirical analysis using real world data from the entertainment industry. The course will include advanced topics include concepts of standards competition, lock-in strategies, etc.  We will take a practice oriented approach where theory and case studies will be combined with a number of industry speakers.","No","3","3","-","-","-"
"ISOM","557","Management Science in Spreadsheets","This course covers traditional management science techniques such as linear programming, integer programming, and simulation. The emphasis of the course is on practical problem solving. All work is performed in Excel. However, little knowledge of Excel is necessary to begin the class. The particular problems of the course are slanted to attract those interested in finance and operations, but also include some marketing and HR problems. Finance oriented topics include asset allocation, arbitrage, short term cash flow planning, and balance sheet management, among others. Operations oriented topics include production planning, facility location, labor scheduling, blending, and others. The class is ""hands on."" It will be necessary to have a computer with you in class.","No","3","3","-","-","-"
"ISOM","559","Privacy in a Digital Age","This course will examine the ways in which information technologies drive and facilitate organizational innovation. Through a variety of readings as well as written and live business case studies, students will develop a framework for thinking about the range of technologies that may be brought to bear on business innovations. In addition, we will explore how these technological tools actually create new business models for the production and consumption of goods and services. The course will revolve around a project that will use the educational environment as a lab for designing technologically driven innovation.","No","3","3","-","-","-"
"ISOM","572","Impact: Operations","The Operations section of the IMPACT360 curriculum focuses on projects that implement the firm's strategy and serves its customers in the most effective way. General topics for these projects include process design, supply chain management and quality management. Projects typically include data analysis of current operations and the construction of models to support decision making for revised operations proposed by the project team.","No","3","3","-","-","-"
"ISOM","575","Data Visualization","Data Visualization will introduce students to the techniques and tools used to create effective visualizations that clearly and efficiently communicate relationships within data. Students will learn how to perform exploratory analysis through visualization, how to create professional looking visualizations for use in business reports and presentations, and how to design interactive visualizations and dashboards. Students will primarily utilize Tableau, but will be exposed other tools including Power BI and R. No prior coding experience is necessary.","No","3","3","-","-","-"
"ISOM","599R","Special Topics","-","No","1","12","-","-","-"
"ISOM","640","Coding for Financial Insights","This course introduces coding for financial analysis using Python. Python is the most popular programming language (globally) due to its simplicity, versatility, and community support and is widely used in computational finance. This course will give students, with little or no prior programming experience, working knowledge of programming in Python and in using the Python data analysis package Pandas to compute analytical solutions for financial insights. The course will also address using Python to obtain data both from databases and the web more generally. The goal is not only to learn about programming, but also to enhance students¿ analytical thinking and ability to frame and solve problems. To complement and apply the learning we will use business examples drawn from applications in finance.","No","1.5","1.5","-","-","-"
"ISOM","641","Data Visualization for Finance","In Financial Analysis and Visualization we explore the techniques and tools used to create effective visualizations that clearly and efficiently communicate relationships within financial data. The field of data visualization combines the art of graphic design with the science of data analytics. Students perform exploratory analysis through visualization, create professional and engaging visualizations for use in financial decision processes, and design interactive visualizations and dashboards. The course considers the common quantitative messages users attempt to understand or communicate from a set of data and the associated visualizations used to help communicate each message. These include time series, rankings, proportions, deviations, frequencies and distributions, correlations, categorical comparisons, and geospatial plots. Students analyze real data sets and utilize R, Power BI, and other tools to design and prototype their visualizations. ","No","1.5","1.5","-","-","-"
"ISOM","650","Decision Modeling","Advanced topics and tools for analysis of decision problems, focusing on modeling the real-world complications.  We address the issues of: too many alternatives (leading us to resource pricing, linear programming using optimization techniques);  aversion to risk (utility); multiple, conflicting objectives (multi-attribute decision making and value-focused thinking); and too many, complex outcomes (Monte Carlo simulation). The primary course objective is to improve managerial effectiveness through clearer thinking about complex decision issues, and through the application of powerful analytical tools to a wide variety of common management problems.","No","3","3","-","-","-"
"ISOM","653","Operations Strategy","The course reviews how to configure an appropriate and effective operating system: one that aligns with, supports, and delivers the chosen value proposition. We also examine the complexities associated with global operating systems, including the hidden costs of outsourcing and offshoring. An important goal of this course is to frame key strategic operations issues and to provide tools to resolve them.","No","3","3","-","-","-"
"ISOM","655","Superforecasting Tools for Building Predictive Systems","Hands-on, gentle introduction to the tools that data scientists use to forecast the future. Emphasis is on applying these tools to build predictive systems for examples ranging from sales forecasting to algorithmic trading to preventing employee churn. Through this course, students gain experience with R, an in-demand software platform. Prior coding exposure is not necessary.
Methods surveyed: Linear regression re-examined from the angle of predictive analytics; AI/ML techniques for prediction & classification; time series methods; time-to-event prediction tools developed by GBS faculty.","No","3","3","-","-","-"
"ISOM","656","Introduction to Business Data Analytics","Virtually every aspect of business is instrumented for data collection and data is increasingly analyzed systematically to improve business decision-making and offer competitive advantage. In this class, we will study the fundamental principles and techniques of business analytics to extract useful information and knowledge from data. We will improve your ability to approach problems 'data-analytically', we will examine real-world examples that place business analytics in context, and we will apply business analytics techniques while working hands-on with related software.","No","3","3","-","-","-"
"ISOM","659","Process Analysis & Six Sigma","This course reviews process analysis in detail. Process analysis is a key component of Six Sigma programs. Six Sigma is an approach for performance improvement that was made famous by GE and is currently being implemented by thousands of companies. The analytical skills you learn in this course are important to many employers and can be foundational for a career in operational performance improvement.","No","3","3","-","-","-"
"ISOM","660","Math Bootcamps","This course is a refresher of critical math skills you will use regularly in your MSBA Classes. Topics covered include: Calculus Review, Basic Probability, Random Variables and Probability Distributions, Sampling and Sampling Distributions, Bayesian Approach, Matrices, and Logarithms. Bootcamp does not teach these subjects but rather refreshes the student's prior knowledge of the aforementioned topics.","No","0","0","-","-","-"
"ISOM","661","Technology Bootcamp","This course refreshes the students' knowledge of programming for data manipulation and analysis.  built upon a prior knowledge of programming, the course will conduct exercises in R, Python, SQL and other languages.  students will also be using a variety of unix tools, file-transfer methods, etc. Course may also employ cloud-based services such as AWS and/or Azure. ","No","0","0","-","-","-"
"ISOM","662","Business Bootcamp","This course introduces students to economics of business and provides an overview of a variety of business functions including marketing, strategy, operations, finance, etc.  The course familiarizes students with commonly used frameworks in business. ","No","0","0","-","-","-"
"ISOM","663A","Problem Solving Bootcamp","This course runs throughout the length of the program. Students are provided the basis to abstract a business problem into a data-based problem and provided a methodology commonly adopted by consulting firms.  The course then combines the consulting method with the CRISP-DM framework commonly used in data science projects.  This course provides the foundation for managing projects in the capstone course. ","No","0","0","-","-","-"
"ISOM","663B","Problem Solving Bootcamp","This course runs throughout the length of the program. Students are provided the basis to abstract a business problem into a data-based problem and provided a methodology commonly adopted by consulting firms.  The course then combines the consulting method with the CRISP-DM framework commonly used in data science projects.  This course provides the foundation for managing projects in the capstone course. ","No","0","0","-","-","-"
"ISOM","663C","Problem Solving Bootcamp","This course runs throughout the length of the program. Students are provided the basis to abstract a business problem into a data-based problem and provided a methodology commonly adopted by consulting firms.  The course then combines the consulting method with the CRISP-DM framework commonly used in data science projects.  This course provides the foundation for managing projects in the capstone course. ","No","0","0","-","-","-"
"ISOM","670","Business Statistics","This course is a refresher and a new look at how statistical methods begin the process of understanding and describing data.   We will use r/rstudio to review basic data exploration and statistical methods.  The course will be very hands on and practical, working with real world data.   We will cover topics from simple descriptive statistics like (mean/variance) up though hypothesis testing and modeling.   The tools and techniques in the class will be fundamental to all following classes. ","No","3","3","-","-","-"
"ISOM","671","Managing Big Data","Data management is the foundation of data-driven enterprises and a cornerstone for business analytics. Through this course, students will gain competence in practical database, data warehousing, and data management skills with emphasis on query, data modeling, ETL, and data management and they will also become familiar with major elements of the big data ecosystem. ","No","3","3","-","-","-"
"ISOM","672","Introduction to Business Analytics","We will study the fundamental principles and techniques of data mining in order to extract useful information and knowledge from data. We will improve our ability to approach problems ""data-analytically"", examine real-world examples that place data mining in context, and apply data-mining techniques while working hands-on with data mining projects. The course will provide an understanding of the general framework for building and evaluating predictive models, both for classification and numeric prediction data mining tasks. The course will cover supervised predictive modeling techniques, as well as unsupervised predictive modeling techniques. ","No","3","3","-","-","-"
"ISOM","674","AI & Machine Learning","This course will introduce the basic concepts of machine learning. Both supervised and unsupervised learning will be covered, although most of the course will be focused on supervised learning. Supervised learning will be examined for both classification and prediction problems. The basic ideas of neural networks will be presented. Machine learning from data streams (online learning) using stochastic gradient descent will also be covered. ","No","3","3","-","-","-"
"ISOM","675","Data Visualization","Data Visualization will introduce students to the techniques and tools used to create effective visualizations that clearly and efficiently communicate relationships within data. The field of data visualization combines the art of graphic design with the science of data analytics. Students will learn how to perform exploratory analysis through visualization, how to create professional looking visualizations for use in business reports and presentations, and how to design interactive visualizations and dashboards that include time series, rankings, proportions, deviations, frequencies and distributions, correlations, categorical comparisons, and geospatial plots. Students will analyze real data sets and utilize R, Python, Tableau, and other tools to design and prototype their visualizations. 
This course is for MSBA students only.","No","3","3","-","-","-"
"ISOM","676","Machine Learning & AI at Scale","This course delves into a number of selected current and emerging data analytics areas that are becoming increasingly important for modern organizations. Such areas include advanced elements of the predictive modeling process, ensemble methods, cost-aware data analytics, mining text and data, recommender systems, and other advanced topics. ","No","3","3","-","-","-"
"ISOM","677","Prescriptive Analytics","Optimization and simulation are powerful techniques used, in general, to allow managers to make better decisions and, specifically, in data analytics.  This course will introduce students to these techniques, in particular linear, integer and non-linear programming and monte carlo and discrete event simulation, and discuss their application to problems in business and data analytics.  Models will be built using spreadsheets, an algebraic modelling system and specialized simulation software but focus will be on practical applications of the models and their use in solving real problems rather than on their mathematical properties. ","No","3","3","-","-","-"
"ISOM","678","Deep Learning and Reinforcement Learning","This course is designed to familiar MSBA students with tools in deep learning and reinforcement learning to solve data-driven business problems. Throughout the course, students will have hands-on experience with practical assignments, projects, and real-world case studies. This course introduces key ideas and techniques from deep learning and reinforcement learning, with an emphasize on the understanding and implementations of these techniques in real business problems. In particular, the course will cover the basics of deep learning architectures, their design choices and how they are trained using gradient methods. It covers recurrent and convolutional neural nets which achieve state of the art in challenging prediction tasks in computer vision and text applications. It also discusses finite Markov decision processes and on-policy and off-policy data methods in reinforcement learning. Programming is central to the course and is based on R and/or Python.","No","3","3","-","-","-"
"ISOM","679","Supply Chain Analytics","The course introduces modern data-driven supply chain management techniques. Specific focus will be on supply chain efficiency and resiliency. The topics include supply chain tailoring, robust supply network design, data-driven sales and operations planning and inventory management, deep tier supply network visibility and risk identification, and supply chain coordination. We will use operations research, simulation, graph theoretic, and machine learning methods relevant to supply chain management.","No","3","3","-","-","-"
"ISOM","689","Analytics Practicum","The MSBA Capstone course leverages skills and techniques learned throughout the course of the program and applies them to a real world business situation.  Projects will be sourced from one of the MSBA partner firms and will include a business question of interest along with access to data required to define and address the problem.  Students will formally define the problem, clean the data, aggregate with other data sources, and use appropriate analytical techniques to address the question.  Project outcomes are also likely to include dashboards developed with visual analytics tools and will conclude with a formal presentation to the partner firm. ","No","3","3","-","-","-"
"MKT","340","Marketing Management","This is the introductory marketing course designed to familiarize students with the practice of marketing in a modern business environment. It takes as its starting point students' every-day observations of marketing activity (e.g., advertisements and retailing) and explains the network of activities and concepts that guide these programs. Students will acquire an understanding of the marketing process.","No","3","3","-","-","-"
